period,ir,ci5,ci10,ci90,ci95,zero
1,0,0,0,0,0,0
2,30.9721125059963,-4.9474887180052,0.825304335852188,61.1189206761405,66.8917137299978,0
3,42.2724522868193,4.72271266936549,10.757492250742,73.7874123228965,79.822191904273,0
4,48.8149588516049,9.49123454660614,15.8111188099095,81.8187988933003,88.1386831566036,0
5,55.9508143524941,22.7724776787904,28.1047103584928,83.7969183464955,89.1291510261979,0
6,68.8733727331661,28.5453009185149,35.026598174441,102.720147291891,109.201444547817,0
7,57.0698228192717,15.4932260952425,22.1751791401757,91.9644664983676,98.6464195433009,0
8,61.8030176227057,18.5305427438006,25.4850476350532,98.1209876103582,105.075492501611,0
9,26.350983305867,-18.400818658017,-11.2085647709642,63.9105313826982,71.1027852697509,0
