period,ir,ci5,ci10,ci90,ci95,zero
1,0,0,0,0,0,0
2,7.49836736282481,-21.3313321116851,-16.6979875532817,31.6947222789313,36.3280668373347,0
3,23.7273885096049,-11.7543386654554,-6.0519182266064,53.5066952458162,59.2091156846652,0
4,37.7866885938957,1.65007282539075,7.45774321675762,68.1156339710339,73.9233043624007,0
5,41.3304325421369,5.90757284563836,11.6005324397185,71.0603326445553,76.7532922386355,0
6,36.3367502720805,0.672655668293153,6.40438515818755,66.2691153859735,72.0008448758679,0
7,22.5562855372118,-15.8896415681394,-9.71083185477939,54.823402929203,61.002212642563,0
8,9.24959450886491,-32.6297963726504,-25.8991799809783,44.3983689987081,51.1289853903802,0
9,-7.0187538064697,-61.2059638220568,-52.4973050695517,38.4597974566123,47.1684562091174,0
