period,ir,ci5,ci10,ci90,ci95,zero
1,0,0,0,0,0,0
2,3.72238835233077,-55.007257157356,-45.5685641290135,53.0133408336751,62.4520338620176,0
3,29.9535421092749,-25.469055209914,-16.5618520693301,76.4689362878798,85.3761394284637,0
4,30.8762307098674,-22.8359880279183,-14.2036671593456,75.9561285790804,84.5884494476531,0
5,37.6120027053539,-15.3643963597016,-6.85033222424627,82.0743376349541,90.5884017704094,0
6,48.1317441319589,-6.0906999758747,2.62362139859855,93.6398668653192,102.354188239792,0
7,49.2581495045083,-8.73363899859907,0.586469867971765,97.9298291410449,107.249938007616,0
8,39.5793325742871,-20.337401425583,-10.707926318461,89.8665914670353,99.4960665741573,0
9,-17.9080829670221,-90.4187938257012,-78.7652867234135,42.9491207893694,54.6026278916571,0
