period,ir,ci5,ci10,ci90,ci95,zero
1,0,0,0,0,0,0
2,134.448116029878,36.9524734678903,52.6214160224955,216.274816037261,231.943758591866,0
3,61.0704181843763,-34.3395104412864,-19.0057719121621,141.146608280915,156.480346810039,0
4,82.9456093554191,-10.6455712349359,4.39586850279969,161.495350208038,176.536789945774,0
5,41.4308584450735,-32.2903893068749,-20.4423316324547,103.304048522602,115.152106197022,0
6,96.3880012338864,8.30889319431014,22.464464129242,170.311538338531,184.467109273463,0
7,31.6993709291338,-34.1949735324719,-23.6048110297138,87.0035528879815,97.5937153907395,0
8,107.179747858588,18.0500969384129,32.3745051220126,181.984990595164,196.309398778764,0
9,144.154246184452,32.36840877843,50.3339897901121,237.974502578792,255.940083590474,0
