period,ir,ci5,ci10,ci90,ci95,zero
1,0,0,0,0,0,0
2,0.576017030220812,-0.276059706703736,-0.139118802555148,1.29115286299677,1.42809376714536,0
3,0.710764062017923,-0.341853169056595,-0.172682542633904,1.59421066666975,1.76338129309244,0
4,0.357119757486429,-0.519746506625441,-0.378821571321747,1.0930610862946,1.2339860215983,0
5,0.771644607292181,-0.180965417598361,-0.02786737788381,1.57115659246817,1.72425463218272,0
6,0.134700879512947,-0.710984282774268,-0.575070595978108,0.844472355004003,0.980386041800162,0
7,0.224657494284522,-0.761096169836522,-0.602671473817068,1.05198646238611,1.21041115840557,0
8,-0.203438876806201,-1.12416487350681,-0.976191052608495,0.569313298996092,0.717287119894404,0
9,1.40747477254543,0.134135336590849,0.33877917451212,2.47617037057873,2.6808142085,0
