period,ir,ci5,ci10,ci90,ci95,zero
1,0,0,0,0,0,0
2,57.2056273468611,-41.7225389281339,-25.823369348224,140.234624041946,156.133793621856,0
3,92.7333312125426,-2.96973201382166,12.4111174332726,173.055544991812,188.436394438907,0
4,82.8251124074013,-5.64166757123554,8.57620778247394,157.074017032329,171.291892386038,0
5,94.0036860320584,5.1845602896758,19.4590626411301,168.548309422987,182.822811774441,0
6,128.108394433516,18.8664024605607,36.4231511705,219.793637696533,237.350386406472,0
7,84.2112288177801,-3.73973560003606,10.3952408242558,158.027216811304,172.162193235596,0
8,80.1246959671177,-8.21629742403691,5.98136222811293,154.268029706122,168.465689358272,0
9,15.7421766713366,-82.3405819599909,-66.5772814656704,98.0616348083435,113.824935302664,0
